dataset,donor,date,session,trial,partner,recipient,payoff_condition,partner_present,hormone,right.left,response
2,402,2017-05-03,23,4,N, ,Pre-test,Partner absent,SAL,L,1
2,402,2017-05-03,23,5,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-03,23,6,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-03,23,7,N, ,Side bias,Partner absent,SAL,R,1
2,402,2017-05-03,23,8,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-03,23,9,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-03,23,10,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-03,23,11,N, ,Altruistic,Partner absent,SAL,L,0
2,402,2017-05-03,23,12,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-03,23,13,N, ,Altruistic,Partner absent,SAL,L,0
2,402,2017-05-03,23,14,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-03,23,15,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-03,23,16,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-04,24,1,L,410,Pre-test,Partner present,A,L,1
2,402,2017-05-04,24,2,L,410,Pre-test,Partner present,A,L,1
2,402,2017-05-04,24,3,L,410,Pre-test,Partner present,A,R,1
2,402,2017-05-04,24,4,L,410,Pre-test,Partner present,A,R,1
2,402,2017-05-04,24,5,L,410,Side bias,Partner present,A,R,1
2,402,2017-05-04,24,6,L,410,Side bias,Partner present,A,L,0
2,402,2017-05-04,24,7,L,410,Side bias,Partner present,A,R,1
2,402,2017-05-04,24,8,L,410,Side bias,Partner present,A,R,1
2,402,2017-05-04,24,9,L,410,Altruistic,Partner present,A,NA,NA
2,402,2017-05-04,24,10,L,410,Prosocial,Partner present,A,L,1
2,402,2017-05-04,24,11,L,410,Altruistic,Partner present,A,L,1
2,402,2017-05-04,24,12,L,410,Altruistic,Partner present,A,L,1
2,402,2017-05-04,24,13,L,410,Prosocial,Partner present,A,L,1
2,402,2017-05-04,24,14,L,410,Prosocial,Partner present,A,L,1
2,402,2017-05-04,24,15,L,410,Prosocial,Partner present,A,L,1
2,402,2017-05-04,24,16,L,410,Altruistic,Partner present,A,L,1
2,402,2017-05-05,25,1,N, ,Pre-test,Partner absent,SAL,L,1
2,402,2017-05-05,25,2,N, ,Pre-test,Partner absent,SAL,R,1
2,402,2017-05-05,25,3,N, ,Pre-test,Partner absent,SAL,R,1
2,402,2017-05-05,25,4,N, ,Pre-test,Partner absent,SAL,L,1
2,402,2017-05-05,25,5,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-05,25,6,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-05,25,7,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-05,25,8,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-05,25,9,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-05,25,10,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-05,25,12,N, ,Altruistic,Partner absent,SAL,L,0
2,402,2017-05-05,25,14,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-05,25,15,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-05,25,16,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-11,26,1,L,410,Pre-test,Partner present,A,R,1
2,402,2017-05-11,26,2,L,410,Pre-test,Partner present,A,L,1
2,402,2017-05-11,26,3,L,410,Pre-test,Partner present,A,L,1
2,402,2017-05-11,26,4,L,410,Pre-test,Partner present,A,R,1
2,402,2017-05-11,26,5,L,410,Side bias,Partner present,A,R,1
2,402,2017-05-11,26,6,L,410,Side bias,Partner present,A,R,1
2,402,2017-05-11,26,7,L,410,Side bias,Partner present,A,R,1
2,402,2017-05-11,26,8,L,410,Side bias,Partner present,A,R,1
2,402,2017-05-11,26,9,L,410,Altruistic,Partner present,A,NA,NA
2,402,2017-05-11,26,10,L,410,Altruistic,Partner present,A,L,1
2,402,2017-05-11,26,11,L,410,Prosocial,Partner present,A,L,1
2,402,2017-05-11,26,12,L,410,Prosocial,Partner present,A,L,1
2,402,2017-05-11,26,13,L,410,Altruistic,Partner present,A,L,1
2,402,2017-05-11,26,14,L,410,Prosocial,Partner present,A,L,1
2,402,2017-05-11,26,15,L,410,Altruistic,Partner present,A,NA,NA
2,402,2017-05-11,26,16,L,410,Prosocial,Partner present,A,L,1
2,402,2017-05-12,27,1,N, ,Pre-test,Partner absent,SAL,L,1
2,402,2017-05-12,27,2,N, ,Pre-test,Partner absent,SAL,L,1
2,402,2017-05-12,27,3,N, ,Pre-test,Partner absent,SAL,R,1
2,402,2017-05-12,27,4,N, ,Pre-test,Partner absent,SAL,R,1
2,402,2017-05-12,27,5,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-12,27,6,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-12,27,7,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-12,27,8,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-12,27,9,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-12,27,10,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-12,27,11,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-12,27,12,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-12,27,13,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-12,27,14,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-12,27,15,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-12,27,16,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-15,28,1,L,410,Pre-test,Partner present,B,L,1
2,402,2017-05-15,28,2,L,410,Pre-test,Partner present,B,R,1
2,402,2017-05-15,28,3,L,410,Pre-test,Partner present,B,L,1
2,402,2017-05-15,28,4,L,410,Pre-test,Partner present,B,R,1
2,402,2017-05-15,28,5,L,410,Side bias,Partner present,B,R,1
2,402,2017-05-15,28,6,L,410,Side bias,Partner present,B,R,1
2,402,2017-05-15,28,7,L,410,Side bias,Partner present,B,R,1
2,402,2017-05-15,28,8,L,410,Side bias,Partner present,B,R,1
2,402,2017-05-15,28,9,L,410,Altruistic,Partner present,B,R,0
2,402,2017-05-15,28,10,L,410,Altruistic,Partner present,B,NA,NA
2,402,2017-05-15,28,11,L,410,Prosocial,Partner present,B,L,1
2,402,2017-05-15,28,12,L,410,Prosocial,Partner present,B,L,1
2,402,2017-05-15,28,13,L,410,Prosocial,Partner present,B,L,1
2,402,2017-05-15,28,14,L,410,Altruistic,Partner present,B,R,0
2,402,2017-05-15,28,15,L,410,Prosocial,Partner present,B,L,1
2,402,2017-05-15,28,16,L,410,Altruistic,Partner present,B,R,0
2,402,2017-05-16,29,1,N, ,Pre-test,Partner absent,SAL,R,1
2,402,2017-05-16,29,2,N, ,Pre-test,Partner absent,SAL,L,1
2,402,2017-05-16,29,3,N, ,Pre-test,Partner absent,SAL,L,1
2,402,2017-05-16,29,4,N, ,Pre-test,Partner absent,SAL,R,1
2,402,2017-05-16,29,5,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-16,29,6,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-16,29,7,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-16,29,8,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-16,29,9,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-16,29,10,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-16,29,11,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-16,29,12,N, ,Altruistic,Partner absent,SAL,R,1
2,402,2017-05-16,29,13,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-16,29,14,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-16,29,15,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-16,29,16,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-17,30,1,R,410,Pre-test,Partner present,C,R,1
2,402,2017-05-17,30,2,R,410,Pre-test,Partner present,C,R,1
2,402,2017-05-17,30,3,R,410,Pre-test,Partner present,C,L,1
2,402,2017-05-17,30,4,R,410,Pre-test,Partner present,C,L,1
2,402,2017-05-17,30,5,R,410,Side bias,Partner present,C,L,0
2,402,2017-05-17,30,6,R,410,Side bias,Partner present,C,R,1
2,402,2017-05-17,30,7,R,410,Side bias,Partner present,C,L,0
2,402,2017-05-17,30,8,R,410,Side bias,Partner present,C,L,0
2,402,2017-05-17,30,9,R,410,Altruistic,Partner present,C,NA,NA
2,402,2017-05-17,30,10,R,410,Prosocial,Partner present,C,L,0
2,402,2017-05-17,30,11,R,410,Altruistic,Partner present,C,NA,NA
2,402,2017-05-17,30,12,R,410,Prosocial,Partner present,C,L,0
2,402,2017-05-17,30,13,R,410,Altruistic,Partner present,C,NA,NA
2,402,2017-05-17,30,14,R,410,Prosocial,Partner present,C,L,0
2,402,2017-05-17,30,15,R,410,Altruistic,Partner present,C,NA,NA
2,402,2017-05-17,30,16,R,410,Prosocial,Partner present,C,L,0
2,402,2017-05-18,31,1,N, ,Pre-test,Partner absent,SAL,R,1
2,402,2017-05-18,31,2,N, ,Pre-test,Partner absent,SAL,L,1
2,402,2017-05-18,31,3,N, ,Pre-test,Partner absent,SAL,L,1
2,402,2017-05-18,31,4,N, ,Pre-test,Partner absent,SAL,R,1
2,402,2017-05-18,31,5,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-18,31,6,N, ,Side bias,Partner absent,SAL,R,1
2,402,2017-05-18,31,7,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-18,31,8,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-18,31,9,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-18,31,10,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-18,31,11,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-18,31,12,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-18,31,13,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-18,31,14,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-18,31,15,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-18,31,16,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-19,32,1,R,410,Pre-test,Partner present,A,L,1
2,402,2017-05-19,32,2,R,410,Pre-test,Partner present,A,L,1
2,402,2017-05-19,32,3,R,410,Pre-test,Partner present,A,R,1
2,402,2017-05-19,32,4,R,410,Pre-test,Partner present,A,R,1
2,402,2017-05-19,32,5,R,410,Side bias,Partner present,A,L,0
2,402,2017-05-19,32,6,R,410,Side bias,Partner present,A,L,0
2,402,2017-05-19,32,7,R,410,Side bias,Partner present,A,R,1
2,402,2017-05-19,32,8,R,410,Side bias,Partner present,A,L,0
2,402,2017-05-19,32,9,R,410,Altruistic,Partner present,A,R,1
2,402,2017-05-19,32,10,R,410,Altruistic,Partner present,A,R,1
2,402,2017-05-19,32,11,R,410,Altruistic,Partner present,A,NA,NA
2,402,2017-05-19,32,12,R,410,Altruistic,Partner present,A,L,0
2,402,2017-05-19,32,13,R,410,Prosocial,Partner present,A,L,0
2,402,2017-05-19,32,14,R,410,Prosocial,Partner present,A,R,1
2,402,2017-05-19,32,15,R,410,Prosocial,Partner present,A,L,0
2,402,2017-05-19,32,16,R,410,Prosocial,Partner present,A,R,1
2,402,2017-05-22,33,1,N, ,Pre-test,Partner absent,SAL,L,1
2,402,2017-05-22,33,2,N, ,Pre-test,Partner absent,SAL,R,1
2,402,2017-05-22,33,3,N, ,Pre-test,Partner absent,SAL,R,1
2,402,2017-05-22,33,4,N, ,Pre-test,Partner absent,SAL,L,1
2,402,2017-05-22,33,5,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-22,33,6,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-22,33,7,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-22,33,8,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-22,33,9,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-22,33,10,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-22,33,11,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-22,33,12,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-22,33,13,N, ,Prosocial,Partner absent,SAL,R,1
2,402,2017-05-22,33,14,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-22,33,15,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-22,33,16,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-23,34,1,R,410,Pre-test,Partner present,C,R,1
2,402,2017-05-23,34,2,R,410,Pre-test,Partner present,C,R,1
2,402,2017-05-23,34,3,R,410,Pre-test,Partner present,C,L,1
2,402,2017-05-23,34,4,R,410,Pre-test,Partner present,C,L,1
2,402,2017-05-23,34,5,R,410,Side bias,Partner present,C,L,0
2,402,2017-05-23,34,6,R,410,Side bias,Partner present,C,L,0
2,402,2017-05-23,34,7,R,410,Side bias,Partner present,C,R,1
2,402,2017-05-23,34,8,R,410,Side bias,Partner present,C,L,0
2,402,2017-05-23,34,9,R,410,Prosocial,Partner present,C,L,0
2,402,2017-05-23,34,10,R,410,Altruistic,Partner present,C,R,1
2,402,2017-05-23,34,11,R,410,Altruistic,Partner present,C,NA,NA
2,402,2017-05-23,34,12,R,410,Prosocial,Partner present,C,R,1
2,402,2017-05-23,34,13,R,410,Altruistic,Partner present,C,R,1
2,402,2017-05-23,34,14,R,410,Altruistic,Partner present,C,R,1
2,402,2017-05-23,34,15,R,410,Prosocial,Partner present,C,L,0
2,402,2017-05-23,34,16,R,410,Prosocial,Partner present,C,L,0
2,402,2017-05-24,35,1,N, ,Pre-test,Partner absent,SAL,R,1
2,402,2017-05-24,35,2,N, ,Pre-test,Partner absent,SAL,L,1
2,402,2017-05-24,35,3,N, ,Pre-test,Partner absent,SAL,L,1
2,402,2017-05-24,35,4,N, ,Pre-test,Partner absent,SAL,R,1
2,402,2017-05-24,35,5,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-24,35,6,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-24,35,7,N, ,Side bias,Partner absent,SAL,R,1
2,402,2017-05-24,35,8,N, ,Side bias,Partner absent,SAL,L,0
2,402,2017-05-24,35,9,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-24,35,10,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-24,35,11,N, ,Prosocial,Partner absent,SAL,L,0
2,402,2017-05-24,35,12,N, ,Altruistic,Partner absent,SAL,R,1
2,402,2017-05-24,35,13,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-24,35,14,N, ,Prosocial,Partner absent,SAL,R,1
2,402,2017-05-24,35,15,N, ,Altruistic,Partner absent,SAL,NA,NA
2,402,2017-05-24,35,16,N, ,Prosocial,Partner absent,SAL,R,1
2,402,2017-05-25,36,1,R,410,Pre-test,Partner present,B,L,1
2,402,2017-05-25,36,2,R,410,Pre-test,Partner present,B,L,1
2,402,2017-05-25,36,3,R,410,Pre-test,Partner present,B,R,1
2,402,2017-05-25,36,4,R,410,Pre-test,Partner present,B,R,1
2,402,2017-05-25,36,5,R,410,Side bias,Partner present,B,L,0
2,402,2017-05-25,36,6,R,410,Side bias,Partner present,B,L,0
2,402,2017-05-25,36,7,R,410,Side bias,Partner present,B,L,0
2,402,2017-05-25,36,8,R,410,Side bias,Partner present,B,L,0
2,402,2017-05-25,36,9,R,410,Altruistic,Partner present,B,NA,NA
2,402,2017-05-25,36,10,R,410,Prosocial,Partner present,B,L,0
2,402,2017-05-25,36,11,R,410,Altruistic,Partner present,B,R,1
2,402,2017-05-25,36,12,R,410,Prosocial,Partner present,B,L,0
2,402,2017-05-25,36,13,R,410,Prosocial,Partner present,B,L,0
2,402,2017-05-25,36,14,R,410,Altruistic,Partner present,B,R,1
2,402,2017-05-25,36,15,R,410,Altruistic,Partner present,B,R,1
2,402,2017-05-25,36,16,R,410,Prosocial,Partner present,B,L,0
2,404,2017-04-04,1,1,N, ,Pre-test,Partner absent,SAL,R,1
2,404,2017-04-04,1,2,N, ,Pre-test,Partner absent,SAL,L,1
2,404,2017-04-04,1,3,N, ,Pre-test,Partner absent,SAL,L,0
2,404,2017-04-04,1,4,N, ,Pre-test,Partner absent,SAL,L,1
2,404,2017-04-04,1,5,N, ,Side bias,Partner absent,SAL,R,1
2,404,2017-04-04,1,6,N, ,Side bias,Partner absent,SAL,R,1
2,404,2017-04-04,1,7,N, ,Side bias,Partner absent,SAL,L,0
2,404,2017-04-04,1,8,N, ,Side bias,Partner absent,SAL,L,0
2,404,2017-04-04,1,9,N, ,Prosocial,Partner absent,SAL,L,0
2,404,2017-04-04,1,10,N, ,Altruistic,Partner absent,SAL,L,0
2,404,2017-04-04,1,11,N, ,Prosocial,Partner absent,SAL,L,0
2,404,2017-04-04,1,12,N, ,Altruistic,Partner absent,SAL,NA,NA
2,404,2017-04-04,1,13,N, ,Prosocial,Partner absent,SAL,L,0
2,404,2017-04-04,1,14,N, ,Altruistic,Partner absent,SAL,NA,NA
2,404,2017-04-04,1,15,N, ,Altruistic,Partner absent,SAL,L,0
2,404,2017-04-04,1,16,N, ,Prosocial,Partner absent,SAL,R,1
2,404,2017-04-04,2,1,L,791,Pre-test,Partner present,B,L,1
2,404,2017-04-04,2,2,L,791,Pre-test,Partner present,B,R,1
2,404,2017-04-04,2,3,L,791,Pre-test,Partner present,B,L,0
2,404,2017-04-04,2,4,L,791,Pre-test,Partner present,B,L,1
2,404,2017-04-04,2,5,L,791,Side bias,Partner present,B,R,1
2,404,2017-04-04,2,6,L,791,Side bias,Partner present,B,R,1
2,404,2017-04-04,2,7,L,791,Side bias,Partner present,B,R,1
2,404,2017-04-04,2,8,L,791,Side bias,Partner present,B,R,1
2,404,2017-04-04,2,9,L,791,Altruistic,Partner present,B,NA,NA
2,404,2017-04-04,2,10,L,791,Prosocial,Partner present,B,R,0
2,404,2017-04-04,2,11,L,791,Prosocial,Partner present,B,R,0
2,404,2017-04-04,2,12,L,791,Altruistic,Partner present,B,NA,NA
2,404,2017-04-04,2,13,L,791,Altruistic,Partner present,B,NA,NA
2,404,2017-04-04,2,14,L,791,Prosocial,Partner present,B,R,0
2,404,2017-04-04,2,15,L,791,Prosocial,Partner present,B,R,0
2,404,2017-04-04,2,16,L,791,Altruistic,Partner present,B,NA,NA
2,404,2017-04-11,3,1,R,791,Pre-test,Partner present,C,R,1
2,404,2017-04-11,3,2,R,791,Pre-test,Partner present,C,L,1
2,404,2017-04-11,3,3,R,791,Pre-test,Partner present,C,L,1
2,404,2017-04-11,3,4,R,791,Pre-test,Partner present,C,R,1
2,404,2017-04-11,3,5,R,791,Side bias,Partner present,C,L,0
2,404,2017-04-11,3,6,R,791,Side bias,Partner present,C,L,0
2,404,2017-04-11,3,7,R,791,Side bias,Partner present,C,NA,NA
2,404,2017-04-11,3,8,R,791,Side bias,Partner present,C,L,0
2,404,2017-04-11,3,9,R,791,Prosocial,Partner present,C,NA,NA
2,404,2017-04-11,3,10,R,791,Altruistic,Partner present,C,NA,NA
2,404,2017-04-11,3,11,R,791,Prosocial,Partner present,C,NA,NA
2,404,2017-04-11,3,12,R,791,Altruistic,Partner present,C,NA,NA
2,404,2017-04-11,3,13,R,791,Prosocial,Partner present,C,NA,NA
2,404,2017-04-11,3,14,R,791,Altruistic,Partner present,C,NA,NA
2,404,2017-04-11,3,15,R,791,Altruistic,Partner present,C,NA,NA
2,404,2017-04-11,3,16,R,791,Prosocial,Partner present,C,NA,NA
2,404,2017-04-12,4,1,N, ,Pre-test,Partner absent,SAL,L,1
2,404,2017-04-12,4,2,N, ,Pre-test,Partner absent,SAL,L,1
2,404,2017-04-12,4,3,N, ,Pre-test,Partner absent,SAL,L,0
2,404,2017-04-12,4,4,N, ,Pre-test,Partner absent,SAL,R,1
2,404,2017-04-12,4,5,N, ,Side bias,Partner absent,SAL,R,1
2,404,2017-04-12,4,6,N, ,Side bias,Partner absent,SAL,L,0
2,404,2017-04-12,4,7,N, ,Side bias,Partner absent,SAL,L,0
2,404,2017-04-12,4,8,N, ,Side bias,Partner absent,SAL,R,1
2,404,2017-04-12,4,9,N, ,Prosocial,Partner absent,SAL,R,1
2,404,2017-04-12,4,10,N, ,Altruistic,Partner absent,SAL,L,0
2,404,2017-04-12,4,11,N, ,Prosocial,Partner absent,SAL,R,1
2,404,2017-04-12,4,12,N, ,Prosocial,Partner absent,SAL,R,1
2,404,2017-04-12,4,13,N, ,Altruistic,Partner absent,SAL,R,1
2,404,2017-04-12,4,14,N, ,Altruistic,Partner absent,SAL,L,0
2,404,2017-04-12,4,15,N, ,Prosocial,Partner absent,SAL,R,1
2,404,2017-04-12,4,16,N, ,Altruistic,Partner absent,SAL,R,1
2,404,2017-04-13,5,1,R,791,Pre-test,Partner present,A,L,1
2,404,2017-04-13,5,2,R,791,Pre-test,Partner present,A,L,0
2,404,2017-04-13,5,3,R,791,Pre-test,Partner present,A,R,1
2,404,2017-04-13,5,4,R,791,Pre-test,Partner present,A,L,1
2,404,2017-04-13,5,5,R,791,Side bias,Partner present,A,L,0
2,404,2017-04-13,5,6,R,791,Side bias,Partner present,A,L,0
2,404,2017-04-13,5,7,R,791,Side bias,Partner present,A,L,0
2,404,2017-04-13,5,8,R,791,Side bias,Partner present,A,L,0
2,404,2017-04-13,5,9,R,791,Prosocial,Partner present,A,L,0
2,404,2017-04-13,5,10,R,791,Altruistic,Partner present,A,L,0
2,404,2017-04-13,5,11,R,791,Prosocial,Partner present,A,L,0
2,404,2017-04-13,5,12,R,791,Altruistic,Partner present,A,L,0
2,404,2017-04-13,5,13,R,791,Prosocial,Partner present,A,R,1
2,404,2017-04-13,5,14,R,791,Prosocial,Partner present,A,R,1
2,404,2017-04-13,5,15,R,791,Altruistic,Partner present,A,NA,NA
2,404,2017-04-13,5,16,R,791,Altruistic,Partner present,A,NA,NA
2,404,2017-04-14,6,1,N, ,Pre-test,Partner absent,SAL,L,1
2,404,2017-04-14,6,2,N, ,Pre-test,Partner absent,SAL,R,1
2,404,2017-04-14,6,3,N, ,Pre-test,Partner absent,SAL,L,0
2,404,2017-04-14,6,4,N, ,Pre-test,Partner absent,SAL,L,1
2,404,2017-04-14,6,5,N, ,Side bias,Partner absent,SAL,L,0
2,404,2017-04-14,6,6,N, ,Side bias,Partner absent,SAL,L,0
2,404,2017-04-14,6,7,N, ,Side bias,Partner absent,SAL,L,0
2,404,2017-04-14,6,8,N, ,Side bias,Partner absent,SAL,R,1
2,404,2017-04-14,6,9,N, ,Prosocial,Partner absent,SAL,L,0
2,404,2017-04-14,6,10,N, ,Prosocial,Partner absent,SAL,L,0
2,404,2017-04-14,6,11,N, ,Altruistic,Partner absent,SAL,L,0
2,404,2017-04-14,6,12,N, ,Prosocial,Partner absent,SAL,L,0
2,404,2017-04-14,6,13,N, ,Altruistic,Partner absent,SAL,NA,NA
2,404,2017-04-14,6,14,N, ,Altruistic,Partner absent,SAL,NA,NA
2,404,2017-04-14,6,15,N, ,Prosocial,Partner absent,SAL,R,1
2,404,2017-04-14,6,16,N, ,Altruistic,Partner absent,SAL,NA,NA
2,404,2017-04-18,7,1,R,791,Pre-test,Partner present,B,R,1
2,404,2017-04-18,7,2,R,791,Pre-test,Partner present,B,L,1
2,404,2017-04-18,7,3,R,791,Pre-test,Partner present,B,L,1
2,404,2017-04-18,7,4,R,791,Pre-test,Partner present,B,R,1
2,404,2017-04-18,7,5,R,791,Side bias,Partner present,B,L,0
2,404,2017-04-18,7,6,R,791,Side bias,Partner present,B,L,0
2,404,2017-04-18,7,7,R,791,Side bias,Partner present,B,L,0
2,404,2017-04-18,7,8,R,791,Side bias,Partner present,B,L,0
2,404,2017-04-18,7,9,R,791,Prosocial,Partner present,B,L,0
2,404,2017-04-18,7,10,R,791,Altruistic,Partner present,B,NA,NA
2,404,2017-04-18,7,11,R,791,Altruistic,Partner present,B,L,0
2,404,2017-04-18,7,12,R,791,Prosocial,Partner present,B,L,0
2,404,2017-04-18,7,13,R,791,Altruistic,Partner present,B,NA,NA
2,404,2017-04-18,7,14,R,791,Prosocial,Partner present,B,L,0
2,404,2017-04-18,7,15,R,791,Prosocial,Partner present,B,L,0
2,404,2017-04-18,7,16,R,791,Altruistic,Partner present,B,NA,NA
2,404,2017-04-19,8,1,N, ,Pre-test,Partner absent,SAL,L,1
2,404,2017-04-19,8,2,N, ,Pre-test,Partner absent,SAL,L,0
2,404,2017-04-19,8,3,N, ,Pre-test,Partner absent,SAL,L,1
2,404,2017-04-19,8,4,N, ,Pre-test,Partner absent,SAL,R,1
2,404,2017-04-19,8,5,N, ,Side bias,Partner absent,SAL,R,1
2,404,2017-04-19,8,6,N, ,Side bias,Partner absent,SAL,L,0
2,404,2017-04-19,8,7,N, ,Side bias,Partner absent,SAL,R,1
2,404,2017-04-19,8,8,N, ,Side bias,Partner absent,SAL,L,0
2,404,2017-04-19,8,9,N, ,Prosocial,Partner absent,SAL,R,1
2,404,2017-04-19,8,10,N, ,Altruistic,Partner absent,SAL,R,1
2,404,2017-04-19,8,11,N, ,Altruistic,Partner absent,SAL,L,0
2,404,2017-04-19,8,12,N, ,Prosocial,Partner absent,SAL,L,0
2,404,2017-04-19,8,13,N, ,Altruistic,Partner absent,SAL,L,0
2,404,2017-04-19,8,14,N, ,Prosocial,Partner absent,SAL,R,1
2,404,2017-04-19,8,15,N, ,Prosocial,Partner absent,SAL,L,0
2,404,2017-04-19,8,16,N, ,Altruistic,Partner absent,SAL,R,1
2,404,2017-04-20,9,1,R,791,Pre-test,Partner present,C,L,1
2,404,2017-04-20,9,2,R,791,Pre-test,Partner present,C,L,0
2,404,2017-04-20,9,3,R,791,Pre-test,Partner present,C,L,0
2,404,2017-04-20,9,4,R,791,Pre-test,Partner present,C,L,1
2,404,2017-04-21,9,5,R,791,Pre-test,Partner present,C,R,1
2,404,2017-04-22,9,6,R,791,Pre-test,Partner present,C,R,1
2,404,2017-04-23,9,7,R,791,Pre-test,Partner present,C,L,1
2,404,2017-04-24,9,8,R,791,Pre-test,Partner present,C,L,1
2,404,2017-04-20,9,9,R,791,Side bias,Partner present,C,R,1
2,404,2017-04-20,9,10,R,791,Side bias,Partner present,C,L,0
2,404,2017-04-20,9,11,R,791,Side bias,Partner present,C,L,0
2,404,2017-04-20,9,12,R,791,Side bias,Partner present,C,L,0
2,404,2017-04-20,9,13,R,791,Prosocial,Partner present,C,L,0
2,404,2017-04-20,9,14,R,791,Prosocial,Partner present,C,L,0
2,404,2017-04-20,9,15,R,791,Altruistic,Partner present,C,NA,NA
2,404,2017-04-20,9,16,R,791,Altruistic,Partner present,C,NA,NA
2,404,2017-04-20,9,17,R,791,Altruistic,Partner present,C,L,0
2,404,2017-04-20,9,18,R,791,Altruistic,Partner present,C,L,0
2,404,2017-04-20,9,19,R,791,Prosocial,Partner present,C,L,0
2,404,2017-04-20,9,20,R,791,Prosocial,Partner present,C,R,1
2,404,2017-04-21,10,1,N, ,Pre-test,Partner absent,SAL,L,1
2,404,2017-04-21,10,2,N, ,Pre-test,Partner absent,SAL,R,1
2,404,2017-04-21,10,3,N, ,Pre-test,Partner absent,SAL,L,1
2,404,2017-04-21,10,4,N, ,Pre-test,Partner absent,SAL,R,1
2,404,2017-04-21,10,5,N, ,Side bias,Partner absent,SAL,L,0
